id,user_id,role,feature,benefit,application_domain,application_domain_other,tags,created_at,show_other,duplicate_of
231,41,parent,"to keep a buzz on electric wires and other sockets","my children is alerted when touching them accidently",Safety,,"Wiring, Sockets","2015-12-25 04:05:37",1,0
232,43,"bill payer","a thermostat that learns my schedule and self-adjusts","I know I am saving as much as possible on my home heating costs.",Energy,,"thermostat, energy costs","2015-12-25 04:05:40",1,0
233,30,occupant,"Multipurpose bathroom appliace like shower","It can automatically sense the room temperature and  according to temperature ,it change the temperature of water so that we will not have any discomfort while bathing.",Health,,"good physical condition, healthiness, fitness, physical fitness, well-being, haleness","2015-12-25 04:05:46",1,0
234,43,mother,"an oven that preheats at set intervals","I can be ready to cook dinner when I get my son home from school.",Energy,,"oven, timer","2015-12-25 04:06:12",1,0
235,39,"home owner","my smart home to have dynamic solar panels which can be set just opposite to the sun","so that maximum electricity can be generated. ",Energy,,"solar cells, panels, photo cells","2015-12-25 04:06:55",1,0
236,37,"home occupant","A/C automatically maintain the perfect temperature by calculating  past usage patterns.","can be save on energy costs",Energy,,"smart A/C, save energy","2015-12-25 04:07:03",1,0
237,43,parent,"wireless access to emergency services","I can still call for help if my phone lines are cut.",Safety,,"phone lines, wireless","2015-12-25 04:07:08",1,0
238,43,"home owner","remote wireless access to surveillance cameras","I can keep an eye on my home in real time even when I am away.",Safety,,"cameras, wireless, real time","2015-12-25 04:07:41",1,0
239,41,parent,"to set an alarm on all the water pipes ","it automatically alerts when there is a water wastage",Safety,,"Water pipes","2015-12-25 04:07:48",1,0
240,41,parent,"to get an alert when there is water spilled over the floor","home occupant is alerted and don't fall off",Safety,,"Water alert","2015-12-25 04:09:06",1,0
242,41,"home occupant","my A/C to automatically on if the temperature fall down a mentioned room temperature","the temperature is well maintained all the time",Entertainment,,"A/C, ","2015-12-25 04:11:35",1,0
243,30,occupant,"Auto sensing music system","It can sense automatically my mood and play the song as per my mood",Entertainment,,"musement, pleasure, leisure, relaxation, fun, enjoyment, interest","2015-12-25 04:11:59",1,0
244,27,"home occupant","my smart home to notify me via text message when my internet service bandwidth declines below a pre-specified speed, and also keeps track of bandwidth outages and speed reductions","I may be notified of internet service provider outages and bandwidth reductions which will affect the use of my smart home technologies",Safety,Security,"ISP Bandwidth Monitoring, ISP Bandwidth Detection","2015-12-25 04:12:23",1,0
245,37,"home occupant","Thermostat show temperature from across the room and give recommend to heat or cool the room. ","can be save on energy costs",Energy,,"smart thermostat, save energy","2015-12-25 04:13:28",1,0
246,41,"home occupant","my doors to lock up automatically after a mentioned time","we can prevent theft and other burglary ",Safety,,"Lock, doors","2015-12-25 04:14:28",1,0
247,27,"home occupant","my smart home to notify me via text message when regular tests of my various installed smart home technologies indicate a specific technology malfunction or failure","may know without manual testing that my various installed smart home technologies are completely functional and operative",Safety,Security,"Smart Home Diagnostics, Smart Home Diagnostic Control","2015-12-25 04:18:11",1,0
248,37,"home occupant","open door using my smart phones","can increase my home safety",Safety,,"smart lock, home safety, smart home","2015-12-25 04:18:28",1,0
249,37,"home occupant","a doorbell camera let me to see and talk to the visors at front door. ","can save time",Other,"time saving","smart doorbell, save time","2015-12-25 04:23:57",1,0
250,27,"home occupant","my smart home to automatically water my front and rear lawn areas at pre-specified times each day","I do not have to manually water my lawn",Other,Convenience,"Automatic Landscape Watering, Automated Sprinkler Control","2015-12-25 04:27:34",1,0
251,37,"home occupant","to open front gate of my home automatically when my vehicle approach to gate and close after vehicle pass the gate","can be save time",Other,"time saving","smart gate, save time","2015-12-25 04:33:24",1,0
253,37,"home occupant","coffee machine is controllable from mobile and tablet.","can be save time",Other,"time saving","smart coffee machine","2015-12-25 04:39:51",1,0
254,37,"home occupant","smart device to clean your windows automatically","can be save time",Other,"time saving","smart window cleaner","2015-12-25 04:41:20",1,0
255,27,"home occupant","my smart home to automatically close and open pre-specified window shades, and to turn on-off specific lights in and around my home automatically each night and each day","I do not have to manually adjust these items each evening",Safety,Safety,"Automated Shade & Lighting Controls, Automated Privacy & Lighting Control","2015-12-25 04:41:41",1,0
256,46,"home occupant","my smart home to manage electicity of home. when some activity or movement is going on the lights get auto on for some specific time but if there is no activity going on like room is vacant or people are sleeping then it can auto sensor and switch off the lights and also maintain the brightness of lights.","energy can be saved in less effort",Energy,,"lights, electricity, energy, auto lights on, auto lights off, light sensor","2015-12-25 04:44:26",1,0
257,37,"home occupant","smart snowlance to clean snow on my home roof automatically","can be save time",Other,"time saving","smart snowlance, time saving","2015-12-25 04:45:49",1,0
258,46,"temperature controller home occupant","my smart home to monitor my body temprature and manage the home temprature according to that.","people living in home stay fit and healthy",Health,,"temprature controll, body temprature management,home with  health ","2015-12-25 04:46:35",1,0
259,46,"home guard","my home to blink a red bulb whenever someone is starring for more then one minute to the home","i can closely monitor who is keeping eye on me or my home",Safety,,"safe home, red alert, bulb alarm, silent alarm","2015-12-25 04:48:48",1,0
260,46,entertainer,"my home to play soothing music while evening time","i can relax",Entertainment,,"musical home, smart music play","2015-12-25 04:50:12",1,0
261,46,"time manager","my smart home to ring bell in all over the home ","so that all member can wake at time.",Entertainment,,"alarm clock, time management","2015-12-25 04:52:23",1,0
262,37,"home occupant","my smart home to make sound the alarm in the moments before a big tremor strikes","can be save life",Safety,,"smart alarm, tremor","2015-12-25 04:52:33",1,0
263,46,assistant,"my smart home to have voice command feature to operate activities from bathrooms ","even if i am alone in home and in bathroom i can manage the activities",Other,assistant,"smart command","2015-12-25 04:55:00",1,0
264,46,cleaner,"my home floors to be auto cleaner when anything spills.","i can manage cleanniness and good health",Health,,"auto cleaner","2015-12-25 04:56:11",1,0
265,46,entertainer,"my smart home to be full of sunlight and moonlight by transparent walls whenever i need it i can manage the opesity","i can enjoy the nature",Entertainment,,"galaxy view, nature touch","2015-12-25 04:58:04",1,0
266,27,"home occupant","my smart home to collect and manage the various power requirements of my smart appliances, heating and cooling technologies, and my security and access systems, and I wish to be alerted via text message via mobile phone when power-related problems, spikes or failures occur","I may have alternate back-up power sources automatically activated, or manually activate them myself",Energy,Security,"Smart Home Power Diagnostics, Smart Home Power Management","2015-12-25 04:58:09",1,0
267,46,assistant,"my smart home to give alert if anything is on the floor apart from usual things like if my key is lost somewhere my smart house should give me an alert of direction where i should search it.","it can save my time to search things",Other,assistant,"hide and seek, alert on lost","2015-12-25 05:01:32",1,0
268,46,entertainer,"my smart home to change the fragrence of home in every few hours","i can enjoy the fregrances",Entertainment,,"fragrence , mood changer","2015-12-25 05:04:17",1,0
269,49,"temperature control","it to maintain the temperature and ask person at home or other place if the temperature should be higher or lower.","A person can be comfortable and not too cold or too hot.",Health,,"air, heater, weather, hot, cold, warm","2015-12-25 05:19:10",1,0
270,49,gardner,"it to run a lawn mower if the grass is getting too high and out of control.","the grass is maintained and looking nice.",Other,Aesthetics,"grass, lawn, cutting, nature","2015-12-25 05:23:52",1,0
